order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales
CA-2016-149587,2016-01-31,2016-02-05,Second Class,KB-16315,FUR-FU-10003799,53.34
CA-2016-149587,2016-01-31,2016-02-05,Second Class,KB-16315,OFF-BI-10002852,32.96
US-2018-109484,2018-11-06,2018-11-12,Standard Class,RB-19705,OFF-BI-10004738,5.682
CA-2018-161018,2018-11-09,2018-11-11,Second Class,PN-18775,FUR-FU-10000629,96.53
CA-2018-157833,2018-06-17,2018-06-20,First Class,KD-16345,OFF-BI-10001721,51.312
CA-2017-149223,2017-09-06,2017-09-11,Standard Class,ER-13855,OFF-AP-10000358,77.88
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,OFF-PA-10003256,64.624
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,TEC-AC-10001767,95.976
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,OFF-BI-10002609,1.788
CA-2017-129903,2017-12-01,2017-12-04,Second Class,GZ-14470,OFF-PA-10004040,23.92
US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,TEC-AC-10001552,238.896
US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,FUR-FU-10004006,102.36
US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,OFF-BI-10002794,36.882
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,TEC-AC-10003499,74.112
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,TEC-PH-10002844,27.992
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,OFF-AR-10000390,3.304
CA-2016-129476,2016-10-15,2016-10-20,Standard Class,PA-19060,TEC-AC-10000844,339.96
CA-2018-146780,2018-12-25,2018-12-30,Standard Class,CV-12805,FUR-FU-10001934,41.96
CA-2017-128867,2017-11-03,2017-11-10,Standard Class,CL-12565,OFF-AR-10000380,75.96
CA-2017-128867,2017-11-03,2017-11-10,Standard Class,CL-12565,OFF-BI-10003981,27.24
CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,OFF-FA-10000621,40.096
CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,OFF-EN-10002600,4.72
CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,OFF-PA-10004965,23.976
CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,OFF-EN-10002504,130.464
CA-2016-110457,2016-03-02,2016-03-06,Standard Class,DK-13090,FUR-TA-10001768,787.53
US-2016-136476,2016-04-05,2016-04-10,Standard Class,GG-14650,OFF-BI-10003650,157.794
CA-2017-103730,2017-06-12,2017-06-15,First Class,SC-20725,FUR-FU-10002157,47.04
CA-2017-103730,2017-06-12,2017-06-15,First Class,SC-20725,OFF-BI-10003910,30.84
CA-2017-103730,2017-06-12,2017-06-15,First Class,SC-20725,OFF-ST-10000777,226.56
CA-2017-103730,2017-06-12,2017-06-15,First Class,SC-20725,OFF-EN-10002500,115.02
CA-2017-103730,2017-06-12,2017-06-15,First Class,SC-20725,TEC-PH-10003875,68.04
US-2015-152030,2015-12-26,2015-12-28,Second Class,AD-10180,FUR-CH-10004063,600.558
US-2015-134614,2015-09-20,2015-09-25,Standard Class,PF-19165,FUR-TA-10004534,617.7
US-2018-107272,2018-11-05,2018-11-12,Standard Class,TS-21610,OFF-BI-10003274,2.388
US-2018-107272,2018-11-05,2018-11-12,Standard Class,TS-21610,OFF-ST-10002974,243.992
US-2017-125969,2017-11-06,2017-11-10,Second Class,LS-16975,FUR-CH-10001146,81.424
US-2017-125969,2017-11-06,2017-11-10,Second Class,LS-16975,FUR-FU-10003773,238.56
US-2018-164147,2018-02-02,2018-02-05,First Class,DW-13585,TEC-PH-10002293,59.97
US-2018-164147,2018-02-02,2018-02-05,First Class,DW-13585,OFF-PA-10002377,78.304
US-2018-164147,2018-02-02,2018-02-05,First Class,DW-13585,OFF-FA-10002780,21.456
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,LC-16885,OFF-PA-10001804,20.04
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,LC-16885,OFF-PA-10001736,35.44
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,LC-16885,OFF-AR-10001149,11.52
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,LC-16885,OFF-FA-10002988,4.02
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,LC-16885,OFF-BI-10004781,76.176
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,LC-16885,OFF-SU-10001218,65.88
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,LC-16885,FUR-FU-10001706,43.12
CA-2017-110366,2017-09-05,2017-09-07,Second Class,JD-15895,FUR-FU-10004848,82.8
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,SH-19975,OFF-AR-10000940,8.82
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,SH-19975,OFF-EN-10004030,10.86
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,SH-19975,OFF-PA-10004327,143.7
CA-2018-155376,2018-12-22,2018-12-27,Standard Class,SG-20080,OFF-AP-10001058,839.43
CA-2016-110744,2016-09-07,2016-09-12,Standard Class,HA-14920,OFF-ST-10003656,671.93
CA-2015-110072,2015-10-22,2015-10-28,Standard Class,MG-17680,FUR-FU-10000521,93.888
CA-2017-114489,2017-12-05,2017-12-09,Standard Class,JE-16165,TEC-PH-10000215,384.45
CA-2017-114489,2017-12-05,2017-12-09,Standard Class,JE-16165,TEC-PH-10001448,149.97
CA-2017-114489,2017-12-05,2017-12-09,Standard Class,JE-16165,FUR-CH-10000454,1951.84
CA-2017-114489,2017-12-05,2017-12-09,Standard Class,JE-16165,OFF-BI-10002735,171.55
CA-2017-158834,2017-03-13,2017-03-16,First Class,TW-21025,OFF-AP-10000326,157.92
CA-2017-158834,2017-03-13,2017-03-16,First Class,TW-21025,TEC-PH-10001254,203.184
CA-2016-124919,2016-05-31,2016-06-02,First Class,SP-20650,OFF-PA-10001950,58.38
CA-2016-124919,2016-05-31,2016-06-02,First Class,SP-20650,OFF-PA-10002254,105.52
CA-2016-124919,2016-05-31,2016-06-02,First Class,SP-20650,OFF-ST-10001590,80.88
CA-2016-118948,2016-05-28,2016-06-03,Standard Class,NK-18490,OFF-AR-10001547,6.63
CA-2015-104269,2015-03-01,2015-03-06,Second Class,DB-13060,FUR-CH-10004063,457.568
CA-2017-114104,2017-11-20,2017-11-24,Standard Class,NP-18670,OFF-LA-10002475,14.62
CA-2017-114104,2017-11-20,2017-11-24,Standard Class,NP-18670,TEC-PH-10004536,944.93
CA-2017-162733,2017-05-11,2017-05-12,First Class,TT-21070,OFF-PA-10002751,5.98
CA-2016-119697,2016-12-28,2016-12-31,Second Class,EM-13960,TEC-AC-10003657,54.384
CA-2017-154508,2017-11-16,2017-11-20,Standard Class,RD-19900,OFF-EN-10001990,28.4
CA-2017-113817,2017-11-07,2017-11-11,Standard Class,MJ-17740,OFF-BI-10004002,27.68
CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,OFF-AR-10004441,9.936
CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,TEC-MA-10000822,8159.952
CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,OFF-ST-10000991,275.928
CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,FUR-CH-10004287,1740.06
CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,OFF-AR-10002656,32.064
CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,OFF-AP-10002518,177.98
CA-2015-139892,2015-09-08,2015-09-12,Standard Class,BM-11140,TEC-PH-10003931,143.976
CA-2015-118962,2015-08-05,2015-08-09,Standard Class,CS-12130,OFF-PA-10000659,20.94
CA-2015-118962,2015-08-05,2015-08-09,Standard Class,CS-12130,OFF-PA-10001144,110.96
CA-2015-118962,2015-08-05,2015-08-09,Standard Class,CS-12130,FUR-CH-10003817,340.144
US-2015-100853,2015-09-14,2015-09-19,Standard Class,JB-15400,OFF-AP-10000891,52.448
US-2015-100853,2015-09-14,2015-09-19,Standard Class,JB-15400,OFF-LA-10003148,20.16
US-2018-152366,2018-04-21,2018-04-25,Second Class,SJ-20500,OFF-AP-10002684,97.264
US-2016-101511,2016-11-21,2016-11-23,Second Class,JE-15745,FUR-CH-10004698,396.802
US-2016-101511,2016-11-21,2016-11-23,Second Class,JE-15745,OFF-SU-10002189,15.88
CA-2016-137225,2016-12-15,2016-12-19,Standard Class,JK-15640,OFF-AR-10001940,3.28
CA-2015-166191,2015-12-05,2015-12-09,Second Class,DK-13150,OFF-ST-10003455,24.816
CA-2015-166191,2015-12-05,2015-12-09,Second Class,DK-13150,TEC-AC-10004659,408.744
CA-2015-158274,2015-11-19,2015-11-24,Second Class,RM-19675,TEC-PH-10003273,503.96
CA-2015-158274,2015-11-19,2015-11-24,Second Class,RM-19675,TEC-PH-10004896,149.95
CA-2015-158274,2015-11-19,2015-11-24,Second Class,RM-19675,TEC-AC-10002345,29
CA-2017-105018,2017-11-28,2017-12-02,Standard Class,SK-19990,OFF-BI-10001890,7.16
CA-2015-123260,2015-08-26,2015-08-30,Standard Class,FM-14290,TEC-AC-10002323,176.8
CA-2017-157000,2017-07-16,2017-07-22,Standard Class,AM-10360,OFF-ST-10001328,37.224
CA-2017-157000,2017-07-16,2017-07-22,Standard Class,AM-10360,OFF-PA-10001950,20.016
CA-2016-102281,2016-10-12,2016-10-14,First Class,MP-17470,FUR-BO-10002613,899.136
CA-2016-102281,2016-10-12,2016-10-14,First Class,MP-17470,TEC-PH-10001552,71.76
CA-2016-102281,2016-10-12,2016-10-14,First Class,MP-17470,OFF-PA-10000061,51.84
CA-2016-102281,2016-10-12,2016-10-14,First Class,MP-17470,FUR-BO-10002545,626.352
CA-2016-102281,2016-10-12,2016-10-14,First Class,MP-17470,OFF-AR-10003514,19.9
CA-2016-131457,2016-10-31,2016-11-06,Standard Class,MZ-17515,OFF-EN-10001509,14.28
CA-2015-140004,2015-03-21,2015-03-25,Standard Class,CB-12025,OFF-AR-10004685,7.408
CA-2015-140004,2015-03-21,2015-03-25,Standard Class,CB-12025,OFF-AR-10004027,6.048
CA-2018-107720,2018-11-06,2018-11-13,Standard Class,VM-21685,OFF-ST-10001414,46.26
US-2018-124303,2018-07-06,2018-07-13,Standard Class,FH-14365,OFF-BI-10000343,2.946
US-2018-124303,2018-07-06,2018-07-13,Standard Class,FH-14365,OFF-PA-10002749,16.056
CA-2018-105074,2018-06-24,2018-06-29,Standard Class,MB-17305,OFF-PA-10002666,21.744
CA-2015-133690,2015-08-03,2015-08-05,First Class,BS-11755,FUR-TA-10004289,218.75
CA-2015-133690,2015-08-03,2015-08-05,First Class,BS-11755,OFF-AP-10003622,2.6
US-2018-116701,2018-12-17,2018-12-21,Second Class,LC-17140,OFF-AP-10003217,66.284
CA-2018-126382,2018-06-03,2018-06-07,Standard Class,HK-14890,FUR-FU-10002960,35.168
CA-2018-108329,2018-12-09,2018-12-14,Standard Class,LE-16810,TEC-PH-10001918,444.768
CA-2018-135860,2018-12-01,2018-12-07,Standard Class,JH-15985,OFF-ST-10000642,83.92
CA-2018-135860,2018-12-01,2018-12-07,Standard Class,JH-15985,TEC-PH-10001700,131.98
CA-2018-135860,2018-12-01,2018-12-07,Standard Class,JH-15985,OFF-BI-10003274,15.92
CA-2018-135860,2018-12-01,2018-12-07,Standard Class,JH-15985,OFF-FA-10000134,52.29
CA-2018-135860,2018-12-01,2018-12-07,Standard Class,JH-15985,OFF-ST-10001522,91.99
CA-2016-101007,2016-02-09,2016-02-13,Second Class,MS-17980,TEC-AC-10001266,20.8
CA-2016-146262,2016-01-02,2016-01-09,Standard Class,VW-21775,OFF-LA-10004544,23.68
CA-2016-146262,2016-01-02,2016-01-09,Standard Class,VW-21775,FUR-BO-10004695,452.45
CA-2016-146262,2016-01-02,2016-01-09,Standard Class,VW-21775,TEC-PH-10002844,62.982
CA-2016-146262,2016-01-02,2016-01-09,Standard Class,VW-21775,TEC-MA-10000864,1188
CA-2016-146262,2016-01-02,2016-01-09,Standard Class,VW-21775,TEC-AC-10000109,89.584
CA-2017-130162,2017-10-28,2017-11-01,Standard Class,JH-15910,OFF-ST-10001328,93.06
CA-2017-130162,2017-10-28,2017-11-01,Standard Class,JH-15910,TEC-PH-10002563,302.376
CA-2016-169397,2016-12-24,2016-12-27,First Class,JB-15925,OFF-FA-10000585,5.584
CA-2016-169397,2016-12-24,2016-12-27,First Class,JB-15925,OFF-PA-10004000,22.704
CA-2016-169397,2016-12-24,2016-12-27,First Class,JB-15925,OFF-BI-10002852,19.776
CA-2016-169397,2016-12-24,2016-12-27,First Class,JB-15925,FUR-FU-10000087,72.704
CA-2016-169397,2016-12-24,2016-12-27,First Class,JB-15925,TEC-MA-10001148,479.988
CA-2016-169397,2016-12-24,2016-12-27,First Class,JB-15925,OFF-AR-10001958,27.168
CA-2016-163055,2016-08-09,2016-08-16,Standard Class,DS-13180,OFF-AR-10001026,2.2
CA-2016-163055,2016-08-09,2016-08-16,Standard Class,DS-13180,FUR-TA-10003748,622.45
CA-2016-163055,2016-08-09,2016-08-16,Standard Class,DS-13180,OFF-ST-10002485,21.98
US-2016-145436,2016-02-28,2016-03-04,Standard Class,VD-21670,FUR-CH-10004860,161.568
US-2016-145436,2016-02-28,2016-03-04,Standard Class,VD-21670,FUR-CH-10004477,389.696
US-2015-156216,2015-09-13,2015-09-17,Standard Class,EA-14035,OFF-BI-10001679,18.648
US-2018-100930,2018-04-07,2018-04-12,Standard Class,CS-12400,FUR-TA-10001705,233.86
US-2018-100930,2018-04-07,2018-04-12,Standard Class,CS-12400,FUR-TA-10003473,620.6145
US-2018-100930,2018-04-07,2018-04-12,Standard Class,CS-12400,OFF-BI-10001679,5.328
US-2018-100930,2018-04-07,2018-04-12,Standard Class,CS-12400,FUR-FU-10004017,258.072
US-2018-100930,2018-04-07,2018-04-12,Standard Class,CS-12400,TEC-AC-10003832,617.976
CA-2018-160514,2018-11-12,2018-11-16,Standard Class,DB-13120,OFF-PA-10002479,10.56
CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,OFF-PA-10003349,25.92
CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,FUR-FU-10000576,419.68
CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,FUR-FU-10004351,11.688
CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,TEC-PH-10000011,31.984
CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,FUR-TA-10002607,177.225
CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,FUR-FU-10002505,4.044
CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,OFF-AR-10004685,7.408
CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,FUR-CH-10004063,2001.86
CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,OFF-ST-10002276,166.72
CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,OFF-PA-10004082,47.88
CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,OFF-AP-10002945,1503.25
CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,OFF-PA-10000061,25.92
CA-2017-154739,2017-12-10,2017-12-15,Second Class,LH-17155,FUR-CH-10002965,321.568
CA-2017-145625,2017-09-11,2017-09-17,Standard Class,KC-16540,OFF-PA-10004569,7.61
CA-2017-145625,2017-09-11,2017-09-17,Standard Class,KC-16540,TEC-AC-10003832,3347.37
CA-2017-146941,2017-12-10,2017-12-13,First Class,DL-13315,OFF-ST-10001228,80.58
CA-2017-146941,2017-12-10,2017-12-13,First Class,DL-13315,OFF-EN-10003296,361.92
US-2016-159982,2016-11-28,2016-12-04,Standard Class,DR-12880,FUR-FU-10002505,12.132
US-2016-159982,2016-11-28,2016-12-04,Standard Class,DR-12880,OFF-ST-10004804,82.368
US-2016-159982,2016-11-28,2016-12-04,Standard Class,DR-12880,OFF-ST-10001590,53.92
US-2016-159982,2016-11-28,2016-12-04,Standard Class,DR-12880,TEC-PH-10001580,647.904
CA-2018-163139,2018-12-01,2018-12-03,Second Class,CC-12670,TEC-AC-10000290,20.37
CA-2018-163139,2018-12-01,2018-12-03,Second Class,CC-12670,OFF-ST-10002790,221.55
CA-2018-163139,2018-12-01,2018-12-03,Second Class,CC-12670,OFF-BI-10003460,17.52
US-2018-155299,2018-06-08,2018-06-12,Standard Class,Dl-13600,OFF-AP-10002203,1.624
US-2015-106992,2015-09-19,2015-09-21,Second Class,SB-20290,TEC-MA-10000822,3059.982
US-2015-106992,2015-09-19,2015-09-21,Second Class,SB-20290,TEC-MA-10003353,2519.958
CA-2017-125318,2017-06-06,2017-06-13,Standard Class,RC-19825,TEC-PH-10001433,328.224
CA-2016-155040,2016-11-10,2016-11-15,Standard Class,AH-10210,TEC-AC-10004469,79.9
CA-2018-136826,2018-06-16,2018-06-20,Standard Class,CB-12535,OFF-AR-10003602,14.016
CA-2017-111010,2017-01-22,2017-01-28,Standard Class,PG-18895,OFF-FA-10003472,7.56
US-2018-145366,2018-12-09,2018-12-13,Standard Class,CA-12310,OFF-ST-10004180,37.208
US-2018-145366,2018-12-09,2018-12-13,Standard Class,CA-12310,OFF-EN-10004386,57.576
CA-2018-163979,2018-12-28,2019-01-02,Second Class,KH-16690,OFF-ST-10003208,725.84
CA-2016-155334,2016-07-30,2016-07-31,First Class,HA-14920,TEC-AC-10003628,209.93
CA-2016-155334,2016-07-30,2016-07-31,First Class,HA-14920,FUR-FU-10003274,5.28
CA-2016-155334,2016-07-30,2016-07-31,First Class,HA-14920,OFF-BI-10002557,10.92
CA-2018-118136,2018-09-16,2018-09-17,First Class,BB-10990,OFF-PA-10002615,8.82
CA-2018-118136,2018-09-16,2018-09-17,First Class,BB-10990,OFF-AR-10001427,5.98
CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,OFF-PA-10000673,11.648
CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,OFF-PA-10004470,18.176
CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,OFF-ST-10000876,59.712
CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,OFF-LA-10002043,24.84
US-2016-161991,2016-09-26,2016-09-28,Second Class,SC-20725,OFF-BI-10004967,2.08
US-2016-161991,2016-09-26,2016-09-28,Second Class,SC-20725,TEC-PH-10001760,1114.4
